,Aberrant erythroid,CD11c+ memory B cells,CD4+ cytotoxic T cells,CD4+ memory T cells,CD4+ naive T cells,CD56brightCD16- NK cells,CD56dimCD16+ NK cells,CD69+PD-1+ memory CD4+ T cells,CD8+ central memory T cells,CD8+ effector memory T cells,CD8+ naive T cells,CD8+CD103+ tissue resident memory T cells,Class switched memory B cells,Classical Monocytes,Conventional dendritic cell 1,Conventional dendritic cell 2,Early erythroid progenitor,Early promyelocytes,Eosinophil-basophil-mast cell progenitors,Erythro-myeloid progenitors,GammaDelta T cells,HSCs & MPPs,Immature B cells,Late erythroid progenitor,Late promyelocytes,Lymphomyeloid prog,Mature naive B cells,Megakaryocyte progenitors,Mesenchymal cells_1,Myelocytes,NK T cells,NK cell progenitors,Non-classical monocytes,Nonswitched memory B cells,Plasma cells,Plasmacytoid dendritic cell progenitors,Plasmacytoid dendritic cells,Pre-B cells,Pre-pro-B cells,Pro-B cells
ENSG00000184009,0.0,3.8107126,3.6513112,4.559522,4.602822,4.6151204,4.301629,4.524811,4.323757,4.1912317,4.866503,4.563493,3.9491374,4.5114927,5.3419394,5.0008826,4.8679247,5.3564615,5.0020013,5.3991833,4.4830027,5.057747,4.585859,3.3838992,5.4049187,5.055754,3.3365636,5.242648,5.344916,4.9033365,4.0448456,4.9008064,4.5517015,3.620698,3.6961212,5.8837934,5.191168,5.6476865,6.175142,5.644059
ENSG00000205336,0.0,0.0,3.2332306,0.0,0.0,0.0,3.9971762,0.0,0.0,3.3383965,0.0,0.0,0.0,0.0,0.0,0.0,2.1817317,0.0,0.0,2.5519695,0.0,2.5405617,0.0,1.8996445,0.0,2.244915,0.0,2.4753652,0.0,0.0,0.0,3.0258121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9408462,3.080313,2.9962385,1.2960919,3.3622887,2.6897295,3.4922543,0.0,3.8082676,0.0,0.0,3.0903935,3.6053362,0.0,3.2169971,0.0,2.5566556,0.0,2.7683036,4.168598,0.0,0.0,2.5696037,0.0,1.9381459,3.3923461,2.291431
ENSG00000206560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7646743,0.0,0.0,0.0,0.0,1.4165144,0.0,1.1083734,0.0,1.3572025,0.0,0.0,0.0,0.0,0.0,0.3762583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000011426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94193715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17826892,0.0,0.0
ENSG00000143401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9373026,0.0,2.2815506,1.2716507,1.8309349,0.0,0.0,0.0,0.0,2.5049686,1.7728354,1.7646775,0.0,2.3252625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4363425,0.0,3.4452672,0.0,2.4792225
ENSG00000182718,0.0,0.0,2.8591902,0.0,0.0,0.0,0.0,2.8588748,0.0,2.4200037,0.0,0.0,2.125207,3.5196183,4.1869864,3.91638,0.0,0.0,0.6931972,0.0,0.0,0.0,0.0,0.0,3.4641562,0.0,0.0,0.0,3.743702,3.6836095,0.0,0.0,3.572104,0.0,1.3900967,1.6421157,1.9645715,0.0,0.0,0.0
ENSG00000136250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46114686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99948645,0.0,0.0,0.0,0.0,0.0,0.0,1.0222205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109321,0.0,0.0,0.0,0.0,0.0,3.362973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9728317,1.1177018,0.0,1.9995452,0.0,0.0,0.0,2.0006533,0.0,0.0,0.0,2.0575933,0.0,0.0,0.0,0.0,0.0,3.5091615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1805189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130770,0.0,0.0,2.7611046,2.7403724,2.8607407,2.658263,2.739695,3.1345768,2.7939386,2.7526593,2.6551776,2.7114797,2.446076,1.6459341,2.4187658,2.0686898,3.7098598,2.739749,2.7369895,2.6233387,2.8035953,2.5046701,0.0,4.6014647,2.5047693,2.7706532,0.0,2.994498,2.4739776,1.8280805,2.981132,2.2881927,1.845883,2.4079556,2.4893804,2.728775,2.5689888,2.7885442,2.5359092,2.5498528
ENSG00000178999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072382,0.0,2.7048368,0.0,0.0
ENSG00000172232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2430038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166710,2.7655797,6.5709853,7.236456,6.889604,6.696187,6.876938,7.268364,7.185898,7.1699786,7.1270833,6.760994,6.9629,6.4678335,6.214387,5.7835245,5.892124,5.5964966,5.8322816,5.1476464,5.555051,7.014015,5.7096324,6.2493286,4.775713,5.5115566,5.851504,6.037558,5.558981,6.7473993,5.562325,7.0195694,6.639801,6.5150404,6.4261613,5.6146126,6.1685357,6.5107965,5.5976553,5.948014,5.580385
ENSG00000089685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6473998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7627743,0.0,2.8120952,0.0,1.5256307
ENSG00000197299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93728334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090013,3.293483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0422232,1.438998,1.4221766,3.459673,0.0,0.0,0.0,0.0,0.0,0.0,4.357739,1.4069738,0.0,0.0,1.267657,1.971897,1.8563064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3841233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3383436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5503949,0.0,1.4736645,0.0,0.0,1.1616538,0.0,0.0
ENSG00000169679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1990488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8139756,0.0,0.0
ENSG00000235162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0334363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5992243,3.0516937,1.3499682,0.0,0.0
ENSG00000204387,0.0,2.6980278,0.0,3.0350482,3.7657037,2.8560987,0.0,0.0,2.1607316,0.0,3.7180424,2.9799697,3.036935,2.237695,2.916,2.7404487,3.7696044,3.7599907,3.7146876,4.2911797,2.0712597,4.2159405,3.075523,2.8507018,3.0321329,3.8104725,2.97665,3.6832952,2.8622952,2.2748032,0.0,3.85764,2.2886815,2.9731224,1.4217006,3.2879102,3.136908,3.1541393,3.8189776,3.2828639
ENSG00000198668,0.0,0.0,2.5565052,1.9840608,0.0,2.0872986,2.0478787,0.0,0.0,2.595773,0.0,2.1876116,0.0,0.0,1.3983034,0.0,0.0,0.0,0.0,0.0,2.4024532,0.0,0.0,1.119994,0.0,0.0,0.0,0.0,0.0,0.0,2.886108,0.58850664,0.0,0.0,0.0,1.0976355,0.0,1.3104069,0.0,0.0
ENSG00000183049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1626065,0.0,0.0
ENSG00000164305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.871787,0.0,1.3843476,0.0,0.0,0.0,0.0,2.5332851,0.0,0.0,0.0,1.3587453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0722574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.467139,0.0,0.0,1.6247038,0.0,0.0,0.0,0.73485863,0.0,0.0,0.0,1.935874,3.481628,0.0,0.0,1.6088388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000094916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2960919,0.0,1.8167336,1.2475642,0.0,0.0,0.0,0.0,0.0,2.1099582,0.0,1.8334699,0.0,1.7777345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8831432,0.0,2.3495564,0.0,2.3377786
ENSG00000152492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.604815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.249721,3.8415818,0.0,0.0,0.0
ENSG00000157456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2783337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.319173,0.0,2.7956321,0.0,0.0
ENSG00000126353,0.0,0.0,0.0,0.0,2.964363,0.0,0.0,0.0,0.0,0.0,2.5043788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4291608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0208192,0.0,1.4795603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135535,0.0,3.1709893,2.824225,2.5423577,2.885944,3.0077853,3.2948744,0.0,2.6909633,2.7097318,2.5753505,2.6999679,2.0050864,2.3757331,2.5742307,2.5186653,3.495603,2.8123772,2.8112013,4.5465064,2.5934799,4.4311323,0.0,3.0732448,2.1732802,4.003935,0.0,4.388171,3.19537,2.373705,2.9399,4.089985,2.4334135,2.2065227,1.8923382,3.1348386,3.9762838,2.6527672,2.5018032,2.6666284
ENSG00000177455,0.0,3.5184832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7925024,0.0,0.0,0.0,1.80163,0.0,0.0,0.0,0.0,0.0,0.0,2.5012891,0.6856897,0.0,0.0,1.5864863,0.0,0.0
ENSG00000158481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7432524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116824,0.0,0.0,3.8957496,3.3250139,3.04834,3.3946686,2.5069623,3.5954695,3.236124,3.5673728,2.85147,3.2869878,0.0,0.0,1.2769684,0.7580944,0.0,0.0,0.0,0.0,2.9873166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.947292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000272398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.674137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.819531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6564083,0.0,0.0,0.0,4.040425,0.0,3.5847025
ENSG00000139193,0.0,0.0,0.0,0.0,2.9731224,0.0,0.0,1.4787081,0.0,0.0,3.0072048,2.0817862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9040873,0.0,0.0,0.0,0.0,0.0
ENSG00000105383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7043881,1.7643771,2.3065999,0.0,0.93766135,0.0,0.0,0.0,0.0,0.0,0.0,1.6886499,0.0,0.0,0.0,0.0,1.8198011,0.0,0.0,1.1220839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8426898,2.172371,1.4751163,2.7769196,0.0,3.166574,0.0,0.0,0.0,3.0499194,0.0,2.7441573,0.0,0.0,0.0,2.6523085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104894,0.0,4.505927,3.165543,3.2250404,3.229691,3.1644738,2.931833,3.138018,3.0238082,2.9891067,3.266306,3.0666957,4.746414,3.2017493,2.7772298,2.9075828,2.635168,2.627642,2.6999676,3.739859,3.0341063,3.7267075,4.9862757,1.4256488,2.4377728,2.9862401,4.9603453,2.9762084,0.0,2.7512858,3.110806,3.5715718,3.611092,4.746107,1.5518616,3.0145464,3.6953483,1.5762398,2.387057,0.0
ENSG00000004468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6700238,0.0,0.0,0.0,0.0,0.0
ENSG00000198851,0.0,0.0,3.208376,3.3253832,3.0041025,0.0,0.0,3.4529028,3.091926,3.322802,3.2066689,3.2730403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2936246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.265349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010610,0.0,0.0,3.3895898,3.2135155,3.2135155,0.0,0.0,3.2685866,0.0,0.0,0.0,0.0,0.0,2.742879,1.27722,2.6728058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87947816,0.0,0.0,0.0,0.0,3.0331652,1.3497151,0.0,0.0,3.0689602,0.0,0.0,0.0,3.4418838,0.0,0.0,0.0
ENSG00000026508,0.0,0.0,2.6214106,2.8971977,2.9234645,3.0473847,0.0,3.0099514,2.249564,2.5675378,2.6920202,2.7686136,1.5030283,2.3609989,1.8892376,1.9494758,1.6940932,2.2203095,0.0,1.7450988,2.6993206,2.727682,0.0,1.4947481,1.5784144,2.1601663,0.0,0.0,0.0,1.5917552,0.0,2.0109732,2.5729282,0.0,0.0,1.910832,1.9752393,0.0,3.0502548,0.0
ENSG00000196776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8140028,1.4000285,2.2001774,1.7716298,1.8061249,0.0,0.0,0.0,0.0,2.4793031,1.3624485,1.9532337,0.0,0.0,0.0,0.0,0.0,1.6831177,2.1015406,0.0,1.0314858,2.3269281,1.9070168,2.381691,0.0,2.1703134
ENSG00000169442,0.0,5.198803,5.4566526,5.160367,4.973974,4.177063,3.6101398,4.6753488,3.8805246,5.335669,4.7569003,4.891697,5.1880393,3.772299,1.5547273,3.5911398,0.0,2.0800982,1.7387861,1.9250627,4.855964,3.7408867,4.985752,0.7502094,0.0,3.4595542,5.1607976,0.0,0.0,2.6079137,3.2689784,3.6238482,4.691266,5.186924,2.0198545,0.9301154,2.239802,3.7238135,2.5018032,3.6092658
ENSG00000135404,0.0,2.3467739,2.4850135,0.0,0.0,3.7308035,3.4980605,0.0,2.7834363,2.9184804,0.0,2.2210445,0.0,2.9682455,3.1844318,2.7162611,3.2805924,2.8336437,3.915129,3.2642002,2.8035953,2.80448,0.0,2.9960444,3.4278927,2.849439,0.0,3.8574944,4.596487,3.06448,3.2580965,3.3419404,1.9754264,0.0,2.8842592,2.069256,2.2822754,1.6378748,2.743088,1.6700243
ENSG00000110848,0.0,0.0,2.6820302,3.2353027,0.0,2.5418267,2.8160625,3.4212751,3.792878,2.2914119,0.0,3.2308602,0.0,0.0,0.0,0.0,0.0,1.8700274,1.9166446,0.0,3.0676715,0.0,2.5911956,0.0,0.0,1.9536872,3.2405136,0.0,0.0,0.0,4.09871,2.4614692,0.0,2.5855012,0.0,0.0,0.0,1.8116162,0.0,1.5756173
ENSG00000173762,0.0,0.0,0.0,0.0,0.0,2.8639193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137101,0.0,2.8907497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7682056,0.0,0.0
ENSG00000019582,0.0,7.071124,3.3030407,2.9268024,0.0,3.7827027,3.2754865,4.31939,4.0465145,3.1096535,2.6478302,3.155807,6.617572,5.0348186,6.0616746,6.3714156,3.4419508,4.5313473,3.0827754,4.3362694,3.5657017,5.1891937,6.4533777,1.9665922,5.10922,4.795192,6.6992674,3.5653496,3.7019362,4.407517,4.103528,4.833377,5.2271175,6.510468,3.9374745,5.90618,6.4085855,4.9754677,5.410311,5.117779
ENSG00000105369,0.0,5.229047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4721646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.746626,0.0,0.0,0.0,4.4786863,0.0,0.0,0.0,0.0,0.0,0.0,4.6080737,2.5175862,0.0,0.0,3.600059,0.0,3.2665873
ENSG00000007312,0.0,2.5423577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0540965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2378597,0.0,0.0,0.0,2.9293146,0.0,0.0,0.0,0.0,0.0,0.0,3.1117015,0.9663689,0.0,0.0,2.8949242,0.0,2.494124
ENSG00000110651,0.0,3.4659781,3.1277318,0.0,0.0,3.0964565,3.2849236,3.626023,3.4259892,3.0464292,0.0,2.8043242,3.0676715,0.0,2.0703177,0.0,2.645817,3.000829,2.5986483,2.8868268,3.083438,3.0009804,3.7459989,1.9977529,2.2946486,3.1470256,2.9020646,2.9858248,4.9887238,0.0,3.4176958,3.24469,1.5198606,2.805053,1.5785671,2.2894168,2.0556617,3.615155,2.6405444,3.7085693
ENSG00000085117,0.0,1.6733052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.842295,0.0,0.0,0.0,2.760695,0.7671573,2.559184,2.474102,0.0,1.9217079,0.0,2.8991117,0.0,1.4516294,0.0,1.9182422,2.1363251,0.0,0.0,1.2037752,0.0,2.6026897,0.0,0.0,0.0,0.0,0.0,0.0
