,Aberrant erythroid,CD11c+ memory B cells,CD4+ cytotoxic T cells,CD4+ memory T cells,CD4+ naive T cells,CD56brightCD16- NK cells,CD56dimCD16+ NK cells,CD69+PD-1+ memory CD4+ T cells,CD8+ central memory T cells,CD8+ effector memory T cells,CD8+ naive T cells,CD8+CD103+ tissue resident memory T cells,Class switched memory B cells,Classical Monocytes,Conventional dendritic cell 1,Conventional dendritic cell 2,Early erythroid progenitor,Early promyelocytes,Eosinophil-basophil-mast cell progenitors,Erythro-myeloid progenitors,GammaDelta T cells,HSCs & MPPs,Immature B cells,Late erythroid progenitor,Late promyelocytes,Lymphomyeloid prog,Mature naive B cells,Megakaryocyte progenitors,Mesenchymal cells_1,Myelocytes,NK T cells,NK cell progenitors,Non-classical monocytes,Nonswitched memory B cells,Plasma cells,Plasmacytoid dendritic cell progenitors,Plasmacytoid dendritic cells,Pre-B cells,Pre-pro-B cells,Pro-B cells
ENSG00000112149,0.0,2.7891493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4549065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4091578,0.0,0.0,0.0,0.0,0.0,1.7842319,2.8779912,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742352,1.3788224,2.1926773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44167408,0.0,0.0,2.303588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55558,4.4597983,4.341721,4.256075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3923461,2.7495036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9243011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5487149,0.0,0.0,2.2910204,0.0,0.0
ENSG00000002586,0.0,2.2166584,4.0176487,3.4644773,2.815324,2.9825358,3.7190232,3.475954,3.3965218,4.1065555,0.0,3.5735257,2.662588,2.0933907,2.4817274,2.4247031,2.54708,3.0710273,2.2632725,2.133039,3.8186665,2.795261,0.0,2.7676806,2.4919605,3.115726,0.0,1.9423718,4.086783,2.330971,3.6716309,3.020012,0.0,2.2058036,1.8493183,2.9882112,3.4213724,3.1174858,3.153119,3.4949226
ENSG00000117399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8417958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.946581,0.0,0.0
ENSG00000093009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.651532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000094804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2878588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8050089,0.0,0.0
ENSG00000144354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0720685,0.0,2.0538797,2.648196,1.8380537,0.0,0.0,0.0,0.0,1.002152,2.0358849,2.9299889,0.0,2.4743662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1922622,0.0,2.601968,0.0,3.345192
ENSG00000134690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.498723,0.0,0.0
ENSG00000039068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0149753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5096236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0953783,0.0,2.445499,0.0,0.0
ENSG00000105810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4038327,2.9204707,2.7974992,3.6064587,0.0,2.6533349,0.0,3.148305,0.0,3.1738157,0.0,3.4579253,0.0,0.0,0.0,2.3657203,0.0,0.0,0.0,0.0,0.0,2.2243662,2.4591775,2.8175735
ENSG00000245848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88088244,2.0383327,1.1911767,0.0,2.8923573,2.4014254,0.0,0.0,0.0,0.0,0.0,2.5157423,1.7634747,0.0,0.0,3.1275578,1.8064935,0.0,0.0,1.791208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.960954,0.0,0.0
ENSG00000117724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3860319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9409118,0.0,0.0
ENSG00000151725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5292685,0.0,0.0,0.0,0.0,0.0,0.0,1.4745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8622952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3415215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986993,0.0,0.0,0.0,0.0,0.0,0.0,1.2800245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8385658,0.0,0.0
ENSG00000169607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7808074,0.0,0.0
ENSG00000175216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58080083,0.0,0.0,0.0,0.0,0.0,0.0,1.500587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7907193,0.0,0.0
ENSG00000173207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0074537,0.0,1.8093307,0.0,0.0,0.0,0.0,0.0,0.0,2.5074797,1.2933989,1.9673989,0.0,2.0638723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7327232,0.0,3.085741,0.0,2.4640832
ENSG00000123975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7378204,0.0,2.6986537,2.1922622,2.0556595,1.7613257,0.0,0.0,0.0,3.0090346,1.4776592,2.1571803,0.0,2.3206646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1478248,0.0,3.536695,0.0,2.4362688
ENSG00000105205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103187,0.0,2.9004393,0.0,2.8963892,0.0,3.0826125,0.0,3.0939984,0.0,0.0,2.792499,2.8205051,3.2588983,4.09471,4.126401,4.259672,1.7679938,1.8358649,2.4054291,1.5696123,0.0,0.0,0.0,0.0,2.8708677,1.648812,0.0,2.1692755,0.0,3.6053665,0.0,0.0,5.065102,3.1178734,0.0,1.5681885,0.0,0.0,0.0,0.0
ENSG00000163751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0392046,3.341547,2.9770455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9112039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5647676,0.0,3.438533,0.0,0.0,0.0,1.3138201,0.0,0.0,0.0,0.0,0.0,3.193984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2597005,1.0807953,2.1043925,0.0,3.3560672,0.0,0.0,0.0,2.5135016,0.0,0.0,2.3013346,2.9526052,0.0,0.0,0.0,2.6237786,0.0,1.623023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.496233,5.226514,5.4729576,3.4410396,1.5955048,1.2933023,2.495655,0.0,2.4489698,0.0,3.0707471,3.7158887,2.1354055,0.0,3.2103152,3.4219677,4.3739257,0.0,1.580517,4.840843,0.0,1.7082927,3.720585,4.5901914,0.0,2.4533293,0.0
ENSG00000077984,0.0,0.0,3.7260108,0.0,0.0,3.6424766,4.7333527,4.1918783,4.318963,4.0473046,0.0,2.9505227,0.0,0.0,0.0,0.0,0.0,2.205212,0.0,0.0,3.9667664,0.0,0.0,0.0,1.4659526,0.0,0.0,0.0,0.0,0.0,4.3307366,3.6056552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2038312,2.866652,2.9494548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5609841,0.0,0.0,0.0,0.0,3.5471342,0.0,0.0,2.320953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5895779,0.0,0.0,0.0,0.0,0.0,0.0,1.6877365,0.0,0.0,0.0,1.5177367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4439248,0.0,2.033393,0.0,1.5781381
ENSG00000163131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.724118,1.8187261,2.4002624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4046668,0.0,0.0,0.0,0.0,2.5185978,0.0,0.0,3.9577992,0.0,1.6137041,1.3774352,1.935525,0.0,0.0,0.0
ENSG00000172543,0.0,0.0,2.6738229,0.0,0.0,4.5348406,3.762532,0.0,2.8239443,3.4689867,0.0,2.495825,0.0,0.0,0.0,0.0,1.6940523,0.5179799,0.86625135,0.8514964,3.2948744,0.0,0.0,0.8557676,0.0,1.0595913,0.0,1.9217243,0.0,0.0,3.3771975,2.4677384,0.0,0.0,0.0,0.0,0.0,0.0,2.4591775,0.0
ENSG00000107562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.068949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121966,0.0,3.521134,4.2712526,4.413829,4.147969,4.0880904,4.124544,4.925973,5.323408,4.231823,4.532105,4.7638364,4.412574,2.453718,3.687944,3.4423804,0.0,2.2677875,4.792191,0.0,4.647327,2.2403169,5.273255,0.0,3.484177,2.6934905,5.510435,0.0,0.0,2.6264513,5.425907,3.3187785,3.0514574,4.7805376,3.198527,4.008798,4.0198,4.196063,3.1413958,3.9891577
ENSG00000168209,0.0,0.0,0.0,0.0,0.0,2.7051678,2.2603617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5583421,1.553768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7383208,0.0,0.0,0.0,1.6348754,2.1028504,0.0,3.0502548,0.0
ENSG00000155792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9634721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4737916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000099958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2081027,0.0,1.3670187,0.0,0.0,0.0
ENSG00000126787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6959842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4237334,0.0,1.4469993,0.0,0.0,0.0,0.0,0.0,0.0,1.6150078,1.0900868,0.0,0.0,1.2501857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.550247,0.0,5.232935
ENSG00000136982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1659495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6439099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120129,0.0,4.505505,2.8123784,3.1366427,0.0,3.7991521,3.5475135,3.1199613,4.0311403,2.6237786,0.0,3.3756213,3.873194,4.815828,3.2476034,3.9021122,3.4477553,3.7775843,4.1882706,4.1463943,3.5524383,4.5811906,4.0751486,2.6305256,3.6329544,3.9132094,4.2598495,2.9277859,2.2321055,4.1583724,4.145941,4.8404512,5.097165,4.0756226,3.4348645,2.6954482,1.5207279,2.8166115,3.345412,2.804081
ENSG00000158050,0.0,0.0,3.42556,0.0,0.0,4.2370214,3.025485,4.4255576,4.4389033,3.7019362,0.0,3.5502462,0.0,0.0,0.0,1.3295912,0.0,0.0,0.0,0.0,4.60387,0.0,0.0,0.8681723,0.0,0.0,0.0,0.0,0.0,0.0,5.2818832,1.2427671,0.0,0.0,1.1725492,0.0,0.0,0.0,0.0,0.0
ENSG00000129173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7439545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5397313,0.0,1.3656887
ENSG00000123179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.165059,1.8974601,1.1083443,1.821343,0.0,2.0674834,0.0,1.955572,0.0,2.0250893,0.0,1.8795625,0.0,0.0,0.0,1.6743709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823338,0.0,0.0
ENSG00000156508,3.5081334,6.8384795,7.1531296,7.4419475,7.6602144,7.247269,6.893161,7.1961403,7.2116685,7.0382314,7.729949,7.3531632,7.276172,6.4190555,6.686692,6.645507,7.703143,7.478725,7.4371295,7.7666106,7.160663,7.706196,6.949341,7.181284,6.6497326,7.6857038,7.0489407,7.561927,6.0869675,6.1141524,7.0390787,7.657814,6.7807207,7.1646166,5.610278,7.128216,7.217417,6.8710203,7.4719605,7.1573706
ENSG00000172889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6048142,0.5458403,0.0,0.0,0.0,1.4471719,0.0,1.4989197,0.0,0.83486736,0.0,0.0,0.0,0.0,0.0,1.0524576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9249493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074800,0.0,1.8516889,2.8591943,2.7471774,0.0,2.7051678,2.074905,2.9757707,1.6304048,2.7071173,2.010668,2.565135,2.3223517,2.521225,3.5321612,2.9486356,3.4161544,3.9639976,2.9816713,3.187974,2.6993206,3.3274856,0.0,2.6666198,3.8588166,3.8067262,0.0,3.8973932,2.6928759,3.2645912,2.706471,2.8122392,2.750504,1.8640168,1.6543877,2.7396948,2.2994933,3.265512,2.5359092,3.7317038
ENSG00000139083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28887677,0.0,2.0654159,2.1470678,1.8644774,2.2369578,0.0,2.1620982,0.0,0.7612269,0.0,2.1610782,0.0,2.19871,0.0,0.0,0.0,1.8436744,0.0,0.0,0.0,1.234842,0.0,0.0,0.0,0.0
ENSG00000174371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2153145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6093867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121104,1.968361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2370653,2.1866283,2.9112456,3.1979988,0.0,2.9390082,0.0,2.0877988,0.0,2.697769,0.0,2.0329459,1.9249493,0.0,0.0,2.5542312,0.0,0.0,0.6991776,0.0,0.0,0.0,0.0,0.0
ENSG00000226777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5377207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0809593,4.656407,2.418532,0.0,3.912415,4.435232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6718175,0.0,0.0,0.0,1.8508685,0.0,0.0,0.0,2.4951432,3.7493956,0.0,0.0,0.0
ENSG00000158869,0.0,0.0,0.0,0.0,0.0,3.9203749,3.9318256,0.0,0.0,0.0,0.0,0.0,0.0,4.240615,3.6753266,3.943706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9612088,0.0,0.0,0.9157199,0.0,3.7936938,0.0,3.0585544,5.0047903,0.0,0.0,2.4530056,4.067477,0.0,0.0,0.0
ENSG00000143226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8056433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2489278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000203747,0.0,0.0,0.0,0.0,0.0,0.0,4.115933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9024124,5.184352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162894,0.0,3.554086,0.0,2.31574,3.204398,2.6399417,2.7363145,3.0239303,3.0439277,0.0,3.0774934,2.601533,3.5208685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1015394,0.0,3.1819913,0.0,0.0,0.0,3.976987,0.0,0.0,0.0,3.0702863,1.9409225,0.0,3.8902543,0.0,0.0,0.0,0.0,2.1021698,0.0
