,Adipocyte,Endothelial cell (lymphatic),Endothelial cell (vascular),Fibroblast,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (mast cell),Myocyte (cardiac),"Myocyte (cardiac, cytoplasmic)",Pericyte/SMC,Schwann cell
ENSG00000153820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574229,0.0,0.0,0.0
ENSG00000153823,0.0,0.0,0.0,2.6564083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168918,0.0,0.0,0.0,0.0,0.9460891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9157976
ENSG00000163359,0.0,0.0,0.0,2.33321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124831,0.0,1.9545308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8035223,0.0,0.0,0.0
ENSG00000134121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.635429
ENSG00000168137,1.6891749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1497798,0.0,0.0,0.0
ENSG00000187288,1.8333589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197548,0.0,0.0,0.0,0.0,0.0,2.5753508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132170,3.7143528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7968187,0.0,0.0,0.0
ENSG00000144711,0.0,0.0,0.0,0.0,2.0188892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8546703,0.0,0.0,0.0
ENSG00000131374,1.4938545,0.0,0.0,0.0,0.0,2.3198662,0.0,0.0,0.0,1.7214125,0.0,0.0,0.0
ENSG00000182247,2.721329,0.0,0.0,0.0,0.0,2.0816321,0.0,0.0,0.0,2.1456003,0.0,0.0,0.0
ENSG00000151090,1.8728182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6302382,0.0,0.0,0.0
ENSG00000144642,3.264731,2.7499142,3.0163913,3.6257672,0.0,0.0,0.0,0.0,0.0,1.832212,0.0,3.6527915,2.7575455
ENSG00000163513,0.0,2.8701086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6062456,0.0,0.0,0.0
ENSG00000093167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3248446,0.0,0.0,0.0
ENSG00000144674,1.4285367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8557751,0.0,0.0,0.0
ENSG00000144668,0.0,2.3900535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71761453,0.0,0.0,0.0
ENSG00000183873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2298515,0.0,0.0,0.0
ENSG00000114784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8640168,0.0,0.0
ENSG00000182606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1113049,0.0,0.0,0.0
ENSG00000163827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.739947,0.0,0.0,0.0
ENSG00000160808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1195683,0.0,0.0
ENSG00000047849,1.258146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3631759,1.9587042,0.0,0.0
ENSG00000004534,1.3565243,0.0,0.0,0.0,0.94251806,0.0,0.0,0.0,0.0,1.278153,0.0,0.0,0.0
ENSG00000088538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3276062,0.0,0.0,0.0
ENSG00000114854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22782,0.0,0.0
ENSG00000157445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1651897,0.0,0.0,0.0
ENSG00000163681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050332,0.0,0.0,0.0
ENSG00000189283,1.9066731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6795855,0.0,0.0,0.0
ENSG00000144724,3.7243648,0.0,3.7935848,2.8163085,0.0,0.0,0.0,0.0,0.0,2.8087075,0.0,3.3622894,0.0
ENSG00000163618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3806584,0.0,0.0,0.0
ENSG00000151276,2.222875,3.1178734,2.5131946,0.0,0.0,0.0,0.0,0.0,0.0,3.1313903,0.0,0.0,0.0
ENSG00000114541,0.0,2.863541,0.0,0.0,0.0,2.8934307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0649219,0.0,0.0,0.0
ENSG00000114861,2.0552638,3.0208871,2.6601107,1.926451,2.630381,2.8480182,0.0,2.2343366,3.0755208,2.1516209,0.0,0.0,0.0
ENSG00000121440,2.256228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5252688,0.0,0.0,0.0
ENSG00000114480,2.5881526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7744708,0.0,0.0,0.0
ENSG00000175161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4180503
ENSG00000064225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8040479,0.0,0.0,0.0
ENSG00000144810,0.0,0.0,0.0,2.1692753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1053237,0.0,0.0,0.0
ENSG00000114423,0.0,0.0,0.0,2.252411,0.0,0.0,2.390654,2.1136038,0.0,2.4999537,0.0,0.0,0.0
ENSG00000181722,3.10761,2.9385843,2.9505227,3.4664788,2.829475,1.8144054,0.0,0.0,2.9234643,2.9809313,0.0,2.9891067,3.0214868
ENSG00000031081,0.0,0.0,1.8843275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1442078,1.2029471,0.0,0.0
ENSG00000082701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862784,0.0,0.0,0.0
ENSG00000065518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.821102,0.0,0.0
ENSG00000163833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958971,0.0,0.0,0.0
ENSG00000173175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7984574,0.0,0.0,0.0
ENSG00000160145,0.0,2.9069579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1751531,0.0,0.0,0.0
ENSG00000163848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1173577,0.0,0.0,0.0
ENSG00000075785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1209687,0.0,0.0,0.0
ENSG00000172765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076692,0.0,0.0,0.0
ENSG00000073711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5027566,0.0,0.0,0.0
ENSG00000118007,1.4917151,0.0,0.0,1.3662347,2.7279184,0.0,0.0,0.0,0.0,1.1404297,0.0,0.0,0.0
ENSG00000114120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0515897,0.0,0.0,0.0
ENSG00000177311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7316541,0.0,0.0,0.0
ENSG00000114126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749302,0.0,0.0,0.0
ENSG00000163710,1.5431219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181804,0.0,1.8052187,0.0,0.0,0.0,2.4910712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8407748,0.0,0.0,0.0,0.0
ENSG00000152601,2.3104074,2.196514,2.217023,2.1668756,2.5849938,2.5532148,2.997206,3.2250404,0.0,2.377688,0.0,2.2732482,0.0
ENSG00000169282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5838013,0.0
ENSG00000163590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3291359,0.0,0.0,0.0
ENSG00000085276,2.290347,0.0,3.250913,2.1469343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9234643,1.7712249,0.0,0.0,0.0
ENSG00000075651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3485526,0.0,0.0,0.0
ENSG00000075420,2.6024003,1.4021002,0.0,2.5510323,0.0,0.0,0.0,0.0,0.0,2.2265546,0.0,0.0,0.0
ENSG00000169760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3184197,0.0,0.0,0.0
ENSG00000177694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.109803,0.0,0.0,0.0
ENSG00000058056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0350374,0.0,0.0,0.0
ENSG00000114796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5601213,0.0,0.0,0.0
ENSG00000156931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137535,0.0,0.0,0.0
ENSG00000058866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7643762,0.0,0.0,0.0
ENSG00000181092,2.4924939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000073849,0.0,0.0,0.0,0.0,3.185399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113916,1.6623489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145012,2.2423198,1.6210585,0.0,1.6178101,0.0,2.4256234,0.0,0.0,0.0,2.706465,0.0,3.3930428,2.4214272
ENSG00000188001,2.1232612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.011353,0.0,0.0,0.0
ENSG00000189058,0.0,0.0,0.0,2.024233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075711,1.258146,0.98934585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4307115,0.0,0.0,0.0
ENSG00000170871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780702,0.0,0.0,0.0
ENSG00000169744,0.0,2.9184804,3.512152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145147,0.0,0.0,0.0,1.5279686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4570476,0.0,0.0,0.0
ENSG00000091490,0.0,0.0,0.0,0.0,0.94251806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168214,0.0,0.0,0.0,0.0,0.0,3.8035388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9291945,0.0,0.0,0.0
ENSG00000065882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.135961,0.0,0.0,0.0
ENSG00000163694,0.0,0.0,0.0,0.0,0.0,3.0774934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163697,1.9534912,0.0,2.4042838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.811275,0.0
ENSG00000064042,1.3226365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9219549,0.0,0.0,0.0
ENSG00000157404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050332,0.0,0.0,0.0,0.0
ENSG00000163453,0.0,1.4338667,0.0,2.2592943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9053237,0.0
ENSG00000205678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3479142,2.175479,0.0,0.0
ENSG00000132466,1.6830826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7577918,0.0,0.0,0.0
ENSG00000138768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81476873,0.0,0.0,0.0
ENSG00000118816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032353,0.0,0.0
ENSG00000138670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8146205,0.0,0.0
ENSG00000138674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72858965,0.0,0.0,0.0
ENSG00000138639,2.0946388,0.0,0.0,2.149274,3.6961732,0.0,0.0,0.0,0.0,1.9444544,0.0,0.0,0.98835164
ENSG00000109339,2.4860075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172493,1.3363289,0.0,0.0,0.0,0.0,1.9388294,0.0,0.0,0.0,1.4705822,0.0,0.0,0.0
ENSG00000152583,0.0,0.0,2.681394,2.8045669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4555228,0.0
ENSG00000163644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3354297,0.0,0.0,0.0
ENSG00000138640,1.7250044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138722,0.0,3.6278026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2926912,0.0,0.0,0.0
ENSG00000163106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7084236,0.0,0.0,0.0,0.0
ENSG00000163110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5011737,2.8109076,0.0,0.0
ENSG00000196616,2.5057554,0.0,0.0,1.4067374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164035,0.0,0.0,2.611999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138814,2.197936,0.0,0.0,0.0,2.3582447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153064,0.0,0.0,0.0,0.0,3.1501093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5142376,0.0,0.0,2.6632721
ENSG00000145349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6569011,0.0,0.0,0.0
ENSG00000172403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.371647,0.0,0.0,0.0
ENSG00000172399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4919822,2.6108298,0.0,0.0
ENSG00000145390,1.5431219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5520058,0.0,0.0,0.0
ENSG00000164074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076193,0.0,0.0,0.0
ENSG00000109381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0133064,0.0,0.0,0.0
ENSG00000196782,1.1846776,0.0,0.0,0.0,0.0,2.5043788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.854865,0.0,0.0,0.0
ENSG00000109452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8109076,0.0,2.149274,0.0,0.0,0.0
ENSG00000109458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7144705,0.0,0.0,0.0
ENSG00000170365,0.0,2.4006271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5983311,0.0,2.6973825,0.0
ENSG00000151623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27239,0.0,0.0,0.0
ENSG00000198589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5415329,0.0,0.0,0.0
ENSG00000109686,1.6827258,0.0,0.0,2.5085158,0.0,0.0,0.0,0.0,0.0,2.283065,0.0,0.0,0.0
ENSG00000109670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.054872,0.0,0.0,0.0
ENSG00000121210,1.5961318,0.0,0.0,0.0,1.1899546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000052795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.897701,0.0,0.0,0.0
ENSG00000109756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0851946,0.0,0.0,0.0
ENSG00000129116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7600532,2.6297293,0.0,0.0
ENSG00000145439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6588962,0.0,0.0,0.0
ENSG00000150625,0.0,2.3625221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000218336,2.0334115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518711
ENSG00000173320,0.0,2.3781319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151726,3.110677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.337087,0.0,0.0
ENSG00000154556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.752636,2.256228,0.0,2.5537615
ENSG00000145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3738986,0.0,0.0
ENSG00000112902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74279743,0.0,0.0,0.0
ENSG00000169862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1996155,0.0,0.0,0.0
ENSG00000038382,1.4556597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5312976,0.0,0.0,0.0
ENSG00000154122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797888,0.0,0.0,0.0
ENSG00000183580,1.258146,2.5472264,2.3893034,2.9595814,0.0,0.0,0.0,0.0,0.0,2.0497425,0.0,0.0,0.0
ENSG00000154153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9761678,0.0,0.0,0.0
ENSG00000133401,1.9018098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6305256,0.0,3.0163913,0.0
ENSG00000056097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372169,0.0,0.0,0.0
ENSG00000079215,1.7219784,0.0,0.0,0.0,0.0,2.4355497,0.0,0.0,0.0,2.1116865,0.0,0.0,0.0
ENSG00000164190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1816925,0.0,0.0,0.0
ENSG00000164327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4685632,0.0,0.0,0.0
ENSG00000112936,2.0397859,0.0,0.0,2.6725674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8380454,0.0,0.0,0.0
ENSG00000112964,3.3125494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3969253,0.0,0.0,0.0
ENSG00000151883,0.0,0.0,0.0,0.0,0.0,0.0,2.7019117,2.8591888,0.0,0.0,0.0,0.0,0.0
ENSG00000185305,0.0,2.2362752,2.6084962,2.302675,0.0,0.0,0.0,0.0,0.0,1.4914483,0.0,0.0,0.0
ENSG00000169271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1862553,0.0,0.0,0.0
ENSG00000067113,0.0,0.0,2.245964,0.0,0.0,0.0,0.0,0.0,0.0,1.3012257,0.0,0.0,1.9522673
ENSG00000113448,0.0,1.4591986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.853502,0.0,0.0,0.0
ENSG00000130449,0.0,0.0,0.0,0.0,0.0,2.0661256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069020,2.0797915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5772214,0.0,0.0,0.0
ENSG00000145675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4758968,0.0,0.0,0.0
ENSG00000249437,0.0,0.0,0.0,0.0,0.0,1.4119978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145703,0.0,0.0,0.0,0.0,0.0,0.0,2.7567935,2.213024,0.0,0.0,0.0,0.0,0.0
ENSG00000113231,1.4285367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4953295,0.0,0.0,0.0
ENSG00000164329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1445482,0.0,0.0,0.0
ENSG00000164309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1892056,2.7371826,0.0,0.0
ENSG00000131730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3355956,2.0794852,0.0,0.0
ENSG00000145687,0.0,0.0,0.0,2.0865614,0.0,0.0,0.0,0.0,0.0,1.2841642,0.0,0.0,0.0
ENSG00000127184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2414207,0.0,0.0
