,Adipo,CM,EC,Fib,Lymph,Mast,Mural,Myel,Neuro,PKHD1L1+ EC
ENSG00000142949,1.0167278448740642,6.541988690694173,6.909088320202297,6.6964437696668835,7.188529120551215,6.626808861891429,6.659717010127173,6.640708174970415,6.920565095212725,6.7914579378234015
ENSG00000184005,1.5445891221364338,1.823917653825548,1.065013759666019,1.3591124812761943,1.3378350999620225,1.3587494889895122,1.3565273152457342,1.4050673908657498,1.3545554280281067,1.0757440858417087
ENSG00000081237,1.595788558324178,1.7532373600535922,1.6077176398701138,1.5732491082615323,1.0720170007811651,1.651322106520335,1.529814104239146,23.689634535047745,1.6187027891476948,1.7576565610037909
ENSG00000123689,1.0469704733954535,2.1336922181977167,2.7586137321260242,2.5081471138530307,2.580397665500641,2.839823193020291,2.6239752968152366,2.474797142876519,2.6578036745389304,2.484411444928911
ENSG00000179915,4.562457455529107,4.724067687988281,4.30816086795595,4.3819067279497785,4.2934976948632135,4.380268255869548,4.374050120512645,4.411310056845347,1.0258612500296698,4.409646855460273
ENSG00000115604,4.309909615251753,5.185010698106554,3.2234035664134555,3.496024787425995,3.241381585597992,1.0322898891237047,3.4660217033492193,3.6508436534139843,3.2438519265916614,3.695119447178311
ENSG00000075884,1.2246748738818698,1.3473827838897705,1.1681513455179002,1.1754031976064045,1.1019209225972493,1.0961043172412448,1.1844084593984816,1.6061969333224826,1.209709816508823,1.1957660648557875
ENSG00000169554,1.4041446844736736,1.2145511507987976,1.193849225838979,1.244485033882989,1.236645778020223,1.1017420026991103,1.267929242716895,1.0672435760498047,1.2170522610346477,1.2153869602415297
ENSG00000169507,2.81246546904246,3.5305860307481556,2.205568234125773,2.322649167643653,2.1968991822666593,1.0495753685633342,2.342179814974467,2.3653141458829245,2.244929783874088,2.358691804938846
ENSG00000065413,1.181533780362871,1.2236403359307184,1.1479086544778612,1.1678281293974981,1.0998591184616089,1.1040443314446344,1.147285004456838,2.096206267674764,1.1650831831826105,1.1778335571289062
ENSG00000138395,9.034541421466404,10.084038628472221,7.812950134277344,8.059593929184807,7.806691772407955,1.0136466821034749,8.0462141500579,8.169510821501413,7.9051531420813665,8.199146449565887
ENSG00000135905,1.281444079346127,1.3686061965094671,1.2560485535197787,1.2572099434004889,2.8383396996392145,1.0961065689722698,1.2437312735451593,1.3161464797125921,1.265139427449968,1.3306552833980985
ENSG00000135917,1.008086986011929,15.334806654188368,13.275571074750689,13.95668058262931,12.936135848363241,14.025901271237267,13.911549998654259,14.119590434763166,13.491451932324303,14.091201550430721
ENSG00000134121,4.336992018752628,4.091031392415364,4.579414228598277,4.484446936183506,4.429389132393731,4.66004138522678,4.566951546404097,4.453368299537235,1.0258401499854193,4.372674922148387
ENSG00000187288,1.0053683784272935,22.718082004123264,20.007464600933922,20.962918957074482,19.434003127945793,21.110639505916172,20.951212015416885,21.207248992390102,20.260256429513294,21.162625160482193
ENSG00000010327,1.514426549275716,1.628234068552653,1.4564417269494798,1.455969320403205,1.630432903766632,1.420927259657118,1.4285891188515558,1.0824230909347534,1.4659228722254436,1.6529176500108507
ENSG00000175161,2.3232055637571545,2.220131390624576,2.7647407253583274,2.5726042323642306,2.879177941216363,2.5875616603427463,2.566314412487878,2.5141814086172314,1.04695643319024,2.564594487349192
ENSG00000240521,14.297061920166016,17.29382832845052,11.708046098550161,12.231372243828243,11.907394839657677,1.0088311963611178,12.083863298098246,12.41654043727451,11.864618533187443,12.599611209498512
ENSG00000163751,14.22493059767617,18.095582750108505,10.96835333108902,11.560192902882894,11.027831302748787,1.0092467334535387,11.544745888974932,11.864412360721165,11.174517148070866,12.011991613441044
ENSG00000181092,1.006109979417589,19.81552463107639,17.482901877827114,18.642670227421654,16.485185596677994,18.93763104412291,18.7886937128173,18.9579508834415,17.732754866282146,18.544532034132217
ENSG00000163694,1.6278081734975178,1.6873607966634963,1.6631145344840155,1.6042113304138184,2.112845526801215,1.5518435902065701,1.5575495759646099,1.0735509528054132,1.6818794541888766,1.9059245189030964
ENSG00000157404,11.700329224268595,14.061153835720486,9.844925118817223,10.277673582235971,10.370377739270529,1.0105408165189955,9.979798045423296,10.402860614988539,9.996605151229435,10.82130495707194
ENSG00000163106,3.1935479442278543,3.0735441777441235,4.105824516879188,3.6210263239012823,4.449222564697266,1.032158785396152,3.6371639702055187,3.6457143558396234,3.9556011160214744,3.564458555645413
ENSG00000164035,1.2857643167177837,1.4645223087734647,1.0987937980228,1.1850367387135823,1.1846232016881306,1.1667587359746296,1.172229356235928,1.1894880400763617,1.1715169151624043,1.136931644545661
ENSG00000218336,0.9803707136048211,2.1199518971972995,2.989016532897949,2.747255245844523,2.9565201799074807,2.8399701515833535,2.7050929135746427,2.656929930051168,0.9777077436447144,2.69658492008845
ENSG00000151726,1.0894575119018555,1.3031923241085477,1.4483121633529663,1.3894382384088304,1.4510823157098558,1.406238595644633,1.371677835782369,1.4761993620130751,1.4288675917519464,1.3744383586777582
ENSG00000145703,1.3735225001970928,1.4486127363310919,1.3714829881985982,1.3680118123690288,1.1560673713684082,1.6184894839922588,1.3401226467556424,1.0719578597280714,2.9006613625420465,1.438092311223348
ENSG00000249797,1.1674186322424147,41.5802730984158,1.4508414599630568,1.2465654015541077,1.4247896273930867,1.0922762950261433,1.248817503452301,1.2310162782669067,1.3203934497303433,1.1188674237993028
ENSG00000260192,1.0365719927681818,2.5978574090533786,3.5301813615692987,3.2192055781682334,3.614213307698568,3.255169173081716,3.229157288869222,3.163523303137885,3.418737749258677,3.213446425067054
ENSG00000124491,1.727568546930949,1.831879609160953,1.7578021552827623,1.7171532313028972,2.1226418813069663,1.6611776020791795,1.6671951810518901,1.068632549709744,1.767472505569458,1.9018421636687384
ENSG00000096060,1.0876534250047472,19.763886981540256,1.3474871450000339,1.3768843809763591,1.008232765727573,1.0052010549439325,1.3540416492356195,1.0092206332418654,9.246456132994759,1.3818007972505357
ENSG00000196376,1.6262924008899264,1.5581202043427362,2.0269881354437933,1.8538403709729512,1.9773933423890009,1.9653253555297852,1.8676986893018086,1.8250757720735338,1.0687359703911676,1.8332069847318861
ENSG00000146376,2.0024220016267567,2.1274459295802646,1.9811611904038324,1.9529517624113295,2.3091551462809243,1.0082995692888896,1.8951210776964824,1.0097051064173381,1.9617701172828674,2.1526647210121155
ENSG00000164674,2.7146683467759027,2.581657495763567,3.1363550821940103,2.9887426098187766,1.0077368683285184,1.0035287605391607,2.987179822391934,2.9868872430589466,3.0843580497635736,2.978540552986993
ENSG00000155849,1.5921809275945027,1.7307256725099351,0.9666658971044753,1.5445222987069025,1.6083314882384405,0.9632064567671882,1.5055420332484775,0.9593796465131972,1.8931355476379395,1.088288598590427
ENSG00000185811,2.5189048184288874,2.8374354044596353,2.3987223307291665,2.3960982958475747,1.0402141279644437,1.0164791610505846,2.309280686908298,2.6733245054880777,2.4346451030837164,2.617980294757419
ENSG00000009950,1.0099649561776056,8.829711000124613,12.193053351508247,11.531485908561283,11.89516568183899,12.138956129550934,11.696118394533793,11.361843168735504,11.986174835099114,11.160172369745043
ENSG00000005249,1.0440255403518677,2.2790254751841226,2.924192726612091,2.669228196144104,3.008705351087782,2.682526111602783,2.6757718920707703,2.629734536012014,2.821366866429647,2.7286712725957236
ENSG00000106484,1.0545197195476956,2.793890211317274,2.073370589150323,2.156655510266622,2.060662282837762,2.149952855375078,2.1630784736739264,2.196093605624305,2.097050474749671,2.223823130130768
ENSG00000221866,1.1019283798005846,1.1768132381969028,1.3498466478453741,1.24329854382409,1.4529924392700195,1.2562809785207112,1.2360267837842305,1.2259365717569988,1.3297306166754828,1.3618136843045552
ENSG00000122778,4.69198532236947,5.038120693630642,4.203833050198025,4.3199286460876465,4.150793585512373,1.0261322127448187,4.310001406404707,4.386541465918223,4.22333468331231,4.379339966509077
ENSG00000056998,1.0082414547602336,12.411734475029839,13.951838175455729,13.706406732400259,13.86666292614407,13.90343482626809,13.750229272577497,13.621230469809639,13.866212076610989,13.557813988791573
ENSG00000046653,1.3987698290083144,1.3919438521067302,1.484588430987464,1.4446170263820224,1.5398613611857097,1.4265614615546331,1.4326558113098145,1.4241415858268738,1.0853101544910007,1.4262032575077481
ENSG00000130066,1.0997351076867845,2.6042063898510404,1.1722234553760953,1.180942051940494,1.2950122621324327,1.1585561103290982,1.1408012575573392,1.1146780384911432,6.70399284362793,1.4124461809794109
ENSG00000038945,1.511166473229726,1.5926146507263184,1.560180173979865,1.5101452006234064,1.9291197458902996,1.4674624933136835,1.4734416140450373,1.079031229019165,1.5676451325416565,1.7091377708646986
ENSG00000206579,4.708286590046352,4.983618418375651,4.434923344188267,4.499989628791809,4.562249640623729,4.379468288686541,4.429550223880344,4.517343686686622,1.0250843365987141,4.607161223888397
ENSG00000205038,4.975535889466603,5.270424379242791,5.779442164633009,5.1425544950697155,7.7470041910807295,4.792745186222924,4.874977396594153,5.084519233968523,5.748637550406986,1.0213790072335138
ENSG00000173068,1.0589812464184232,1.5686890019310846,1.428953296608395,1.0291346112887065,1.4672904014587402,1.0248221225208707,1.426176753309038,1.4824751085705228,1.4341658022668626,1.6021987597147624
ENSG00000165025,1.3740592930052016,1.4611734218067594,1.4081268376774259,1.3696857492129009,2.0100070105658636,1.3843779100312128,1.344042632314894,1.087302565574646,1.4242926504876878,1.523378935125139
ENSG00000172889,1.535390297571818,1.8462020026312933,1.0847788254419963,1.315979884730445,1.2744955354266696,1.3104689651065402,1.3102776805559795,1.346844818856981,1.2858775920338101,1.2538799047470093
ENSG00000152270,1.109885123040941,1.1203206711345248,1.176001853413052,1.15559630923801,1.3247145546807184,1.175882895787557,1.1389992766910129,1.1454842487970989,1.1827789280149672,1.1524108582072787
ENSG00000166900,1.5391743514272902,1.5975402196248372,1.4739304582277934,1.4842940370241802,1.4729051788647969,1.0809434122509427,1.4847663508521185,1.4914169311523438,1.478189276324378,1.4889208210839167
ENSG00000110077,1.7123582031991746,1.8368794057104323,1.7850469748179119,1.7106361124250624,2.3606204986572266,1.6468713415993586,1.6534351772732205,1.068539023399353,1.8014211455980937,1.9342987603611417
ENSG00000137491,1.4328524337874518,1.527136226495107,1.4072855975892808,1.4228285021252103,1.5654365751478407,1.4002982444233365,1.3836469782723322,1.0854019191530015,1.4136864609188504,1.5409917566511366
ENSG00000184384,1.242280085881551,1.2602966626485188,1.1336003343264263,1.0944489571783278,2.669822163052029,1.232810417811076,1.0909500386979845,1.0849128034379747,1.1380696892738342,1.1739620169003804
ENSG00000149571,3.8041438129213123,4.029480828179254,3.5623151461283364,3.6156319975852966,3.581373850504557,3.56697150071462,3.5973364114761353,3.630183676878611,1.0314444303512573,3.645617206891378
ENSG00000182667,3.4554086791144476,3.363411459657881,3.613356199529436,3.511954049269358,3.7228824165132313,1.0321186648474798,3.4938568671544394,3.4745827979511685,4.720784505208333,3.491047786341773
ENSG00000151474,1.118016607231564,1.155459874206119,1.1709380745887756,1.1781974368625217,1.1588981416490343,1.1375042531225417,1.1380824049313862,1.1505114767286513,1.1010338068008423,1.1552288399802313
ENSG00000260314,1.8664724230766296,1.9956327544318304,1.9108881023195055,1.8547870649231806,2.378834194607205,1.7836810946464539,1.7947200139363606,1.0626853439542983,1.92731108268102,2.199539773994022
ENSG00000077420,1.1082592805226643,1.236310561498006,1.149438050058153,1.150776704152425,2.046015845404731,1.1331859694586859,1.1340411172972784,1.3419063687324524,1.1749443941646152,1.227879868613349
ENSG00000148655,13.3705718782213,2.447620775964525,1.0439445707533095,1.3402090933587816,1.4092410537931654,1.0022092858950298,1.3268327315648396,1.002380006843143,1.4601339764065213,1.2650383710861206
ENSG00000156113,2.0253208147154913,2.086692644490136,2.1082144180933633,2.0398395326402454,2.39792490667767,1.0556643936369154,2.0055545767148337,2.571589787801107,2.1538289189338684,2.1990183326933117
ENSG00000108018,1.672119312816196,1.638674835364024,1.7669241163465712,1.735638717810313,1.7820873260498047,1.7314576043023004,1.727096398671468,1.7213457094298468,1.0700661738713582,1.728965116871728
ENSG00000119927,1.0173097451527913,5.143914686308967,7.1546783447265625,6.720720708370209,7.116323828697205,6.900640918148889,6.720793929364946,6.569220787949032,6.99290613995658,6.568707737657759
ENSG00000177575,2.06990083720949,2.2478565043873258,2.0377578337987265,2.010960280895233,2.4902979532877603,1.9284237424532573,1.9466639823383756,1.0575939284430609,2.0608503222465515,2.1983985702196756
ENSG00000008394,1.0246317982673645,2.998613781399197,2.0004891885651483,1.05418066183726,1.933456003665924,2.206548180845049,2.1693430278036328,2.289789140224457,2.10073459148407,2.3675508631600275
ENSG00000017427,1.0695364475250244,1.817153082953559,1.69825455877516,1.7286482453346252,1.7685988346735637,1.6793714430597093,1.6892825100156996,1.723723570505778,1.7076730860604181,1.7591418623924255
ENSG00000171310,1.4510433342721727,1.4737668368551466,1.5204744935035706,1.472690098815494,1.0880494117736816,1.0453241931067572,1.4512931770748563,1.174107763502333,1.501113752524058,1.5840245087941487
ENSG00000181234,1.0679093069500394,1.879748072889116,1.7208659648895264,1.7505220042334662,1.7999636729558308,1.6965261300404866,1.7090284162097507,1.7388982574145,1.7321625020768907,2.22021124098036
ENSG00000215483,1.0328516430324979,3.350369546148512,3.541503972477383,3.536581701702542,3.399598922994402,3.623451656765408,3.569421523147159,3.5090818537606134,3.6194169653786554,3.4744625091552734
ENSG00000021645,2.5304549071523876,2.4776972002453275,2.741548306412167,2.6518868737750583,2.805740568372938,2.647787928581238,2.6453748279147677,2.6176771455340915,1.0444444417953491,2.654132306575775
ENSG00000248905,1.5911192496617634,1.6128426326645746,1.685777035024431,1.6152300967110529,1.8688748677571614,1.7715507414605882,1.5930816067589655,1.0729413032531738,1.679401093059116,1.7188201281759474
ENSG00000171877,1.2900223930676777,1.2994501723183527,1.537578284740448,1.41754815975825,1.545317120022244,1.4680020478036668,1.4185013969739277,1.4041105839941237,1.0904557837380304,1.4371218813790216
ENSG00000166819,1.0075874990887113,14.809663063950008,14.656748745176527,14.999755673938328,13.890418854024675,15.352727254231771,15.255821625391642,15.034903566042582,14.6559762623575,14.409735394848717
ENSG00000140563,2.913649168279436,2.9764342109362283,3.041795074939728,2.9494647648599415,3.649386511908637,1.038314037852817,2.8988108105129666,2.9434579014778137,3.0404193003972373,3.125056187311808
ENSG00000237515,2.663839810424381,2.8317972819010415,2.385061045487722,2.4602758619520397,2.3574274844593472,2.459388381905026,2.454296867052714,2.5005591909090676,1.0471339755588107,2.4890105194515653
ENSG00000141293,3.6831070250935025,4.119107564290364,3.428322321838803,3.4518161945872836,1.0022600226932101,1.006693270471361,3.327674541208479,3.4816254377365112,3.4822945594787598,3.8012829224268594
ENSG00000154229,1.2229569554328918,1.2171473966704474,1.2683125403192308,1.2762724889649286,1.379117276933458,1.0887546274397109,1.2436858018239338,1.2640435563193426,1.1234524382485285,1.2539876633220248
ENSG00000154217,1.2564626865916781,1.3844038115607367,1.1022928025987413,1.146717992093828,1.1235398319032457,1.137852708498637,1.1421303153038025,1.1626859770880804,1.1360057261255052,1.28022301197052
ENSG00000169710,1.0127679242028131,10.166063096788195,8.27446479929818,8.994744247860378,7.82446934779485,9.127710541089376,8.9921672211753,9.17532612880071,8.461691955725351,9.097610983583662
ENSG00000171791,1.0574474069807265,1.4487502310011122,1.4962247477637396,1.500012907716963,1.516841623518202,1.5090739064746432,1.4904279708862305,1.4953346914715238,1.0502779947386847,1.4825380510754056
ENSG00000071991,1.8147183193100824,1.991916338602702,1.5148012042045593,1.072414345211453,1.504908839861552,1.5824149913258023,1.5733009444342718,1.6323044498761494,1.0480142831802368,1.6246564123365614
ENSG00000185052,3.442757500542535,3.4387879305415683,2.890591780344645,2.9464177091916404,2.909966660870446,1.038518163892958,2.9320095115237765,2.963047868675656,2.9040861195988126,2.9859673579533896
ENSG00000125968,1.5187375744183857,1.7878382338417902,1.1025501357184515,1.226912756760915,1.1692519651518927,1.2199233770370483,1.213113334443834,1.261285920937856,1.185880230532752,13.77934095594618
ENSG00000064655,1.1024595631493463,1.3125348620944552,1.1953930589887831,1.2068121433258057,1.2189683781729803,1.1915219624837239,1.194569422139062,1.2158304386668735,1.2015747825304668,1.2259170876608954
ENSG00000167772,1.045846316549513,2.32989999320772,2.6883619825045266,2.559952868355645,2.770088619656033,2.553112910853492,2.5544307894176908,2.513211316532559,2.6547150876786976,2.5650165478388467
ENSG00000198597,2.132629414399465,2.0099518497784934,2.790852884451548,2.5263997647497387,2.8514681922064886,2.599847356478373,2.529165870613522,2.4597731961144342,1.0494126346376207,2.5441635383499994
ENSG00000213904,1.0863279501597087,1.3618066642019484,1.5047552718056574,1.4099731511539884,1.522793663872613,1.4105766548050775,1.4080973863601685,1.4070085419548883,1.4549193779627483,1.425763189792633
ENSG00000079435,1.0447417100270588,2.328731742170122,2.7987491289774575,2.62330824136734,2.846695793999566,2.638430403338538,2.6261428727044,2.5915367470847235,2.721055269241333,2.6375567515691123
