,Endothelial cell (lymphatic),Endothelial cell (vascular),Epithelial cell (alveolar type I),Epithelial cell (alveolar type II),Epithelial cell (basal),Epithelial cell (ciliated),Epithelial cell (club),Fibroblast,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (alveolar macrophage),Immune (mast cell),Pericyte/SMC
ENSG00000142599,0.0,0.0,1.6924223,1.9534912,1.9654578,2.0053644,2.3717942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142621,0.0,0.0,0.0,0.0,0.0,1.9099746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075151,0.0,0.0,0.0,0.0,0.0,1.6558905,0.0,0.0,0.0,0.0,1.106512,0.0,0.0,0.0,0.0
ENSG00000119535,0.0,0.0,0.0,2.3834753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127603,2.451398,2.227662,2.0727763,2.4024532,0.0,2.1607404,1.4543008,3.5431588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186409,0.0,0.0,0.0,0.0,0.0,2.5809758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186094,0.0,0.0,0.0,0.0,0.0,3.545059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185104,2.227662,0.0,0.0,1.6834395,2.7310162,0.0,1.7785635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162599,2.8006883,0.0,0.0,1.7528441,2.0438843,2.4550319,2.4538188,1.8859882,0.0,0.0,0.0,0.0,0.0,0.0,2.1021698
ENSG00000132849,0.0,0.0,2.7071173,2.1053293,2.6312466,1.9547915,2.2489934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185483,0.0,0.0,2.3242207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158966,0.0,0.0,0.0,0.0,2.292735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152763,0.0,0.0,0.0,0.0,0.0,1.9098518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0664544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184005,3.110455,2.5923355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117069,0.0,0.0,2.6297293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117114,0.0,2.3014612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122417,0.0,0.0,0.0,0.0,0.0,1.1994538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188641,0.0,0.0,0.0,2.8843477,1.8963356,0.0,2.1741009,2.263916,0.0,3.5426116,0.0,0.0,3.0275393,0.0,0.0
ENSG00000134215,2.4739783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081026,0.0,0.0,3.1166873,2.4303355,1.5774351,0.0,2.881959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155761,0.0,0.0,0.0,0.0,0.0,2.6899915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2572486,0.0,0.0
ENSG00000178104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9772393,0.0,0.0
ENSG00000116539,0.0,0.0,0.0,1.5350722,1.4055147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1279857,0.0,0.0
ENSG00000185630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4489698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4660754,0.0,0.0,0.0,0.0
ENSG00000152061,0.0,0.0,1.9132895,2.0996513,0.0,1.8725872,1.7477483,0.0,2.8213482,0.0,3.2379048,2.8257155,1.8485265,0.0,0.0
ENSG00000143207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168388,0.0,0.0
ENSG00000075391,0.0,0.0,1.9978908,0.0,0.0,1.7288065,0.0,0.0,0.0,0.0,0.0,0.0,2.200788,0.0,2.121751
ENSG00000116191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899734,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143324,0.0,0.0,0.0,0.0,2.0236707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9655356,0.0,0.0
ENSG00000135862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3828056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8528647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8101983,2.85147,1.6717592,0.0,0.0
ENSG00000196352,0.0,0.0,2.254699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196482,0.0,0.0,0.0,0.0,0.0,1.9352728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162814,0.0,0.0,0.0,0.0,0.0,1.9831874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2520456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054282,0.0,0.0,0.0,2.107866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9441979,0.0,0.0
ENSG00000117020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0328345
ENSG00000203666,0.0,0.0,0.0,0.0,0.0,2.2052085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185420,0.0,0.0,2.842295,2.8504457,2.9022431,1.9769884,2.9094176,0.0,2.0796862,0.0,0.0,0.0,0.0,2.6490505,0.0
ENSG00000151694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.200788,0.0,0.0
ENSG00000115760,0.0,0.0,0.0,1.3621154,0.0,0.0,1.7033621,0.0,2.1856818,0.0,0.0,0.0,1.6793463,0.0,0.0
ENSG00000183023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8050528,0.0,0.0,2.441275,0.0,0.0
ENSG00000143924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5445182,0.0,0.0
ENSG00000152527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8430562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171132,0.0,0.0,0.0,0.0,0.0,2.0334148,0.0,0.0,0.0,0.0,0.0,0.0,2.2339644,0.0,0.0
ENSG00000116016,0.0,3.304933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115306,0.0,0.0,2.0406594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.285838,0.0,0.0
ENSG00000115464,0.0,0.0,0.0,1.693146,1.68205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143951,0.0,0.0,0.0,0.0,0.0,2.0392046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0305324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115423,0.0,0.0,0.0,0.0,0.0,2.538054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168883,0.0,0.0,1.4094234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168878,0.0,0.0,4.3737206,5.3404784,4.699513,0.0,5.3134785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.850864,0.0,0.0,0.0,0.0
ENSG00000144218,0.0,0.0,0.0,2.8104184,0.0,0.0,2.3540769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204634,0.0,0.0,0.0,0.0,0.0,1.9553117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4591775,0.0,0.0,2.7686133,0.0,0.0
ENSG00000115604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.915173,0.0
ENSG00000153093,0.0,0.0,0.0,2.2677875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163075,0.0,0.0,0.0,0.0,0.0,2.0521095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115109,0.0,0.0,2.2104895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176771,0.0,0.0,3.8592687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5817051,0.0,0.0
ENSG00000152128,0.0,0.0,0.0,2.0357234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0365841,2.176171,3.151514,3.1731794,0.0,2.9891067,0.0
ENSG00000169554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7280974,0.0,2.952241,3.0465808,0.0,2.4885354,0.0,0.0
ENSG00000204406,0.0,0.0,0.0,1.7938459,1.4695482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6954482,0.0,0.0,3.0598898,0.0,0.0
ENSG00000136546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3145075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155657,0.0,0.0,0.0,1.8276424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163492,0.0,0.0,0.0,2.153638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144331,0.0,0.0,0.0,4.0416117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000064989,0.0,2.6738265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000003436,2.9394321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118997,0.0,0.0,0.0,0.0,0.0,2.938586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8485603,1.2744281,2.9229562,2.999922,0.0,2.7176223,0.0
ENSG00000003402,0.0,0.0,2.0538797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204217,0.0,2.8324609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144426,0.0,0.0,2.113924,1.9401042,1.8074739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116117,0.0,0.0,2.5221024,0.0,0.0,1.7917595,1.8541833,2.579284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178568,0.0,0.0,0.0,3.2629168,2.6801171,0.0,3.0660448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144451,0.0,0.0,0.0,0.0,0.0,2.7578306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60302675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000018280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2234955,0.0,0.0
ENSG00000135905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2050853,1.7917595,0.0,0.0
ENSG00000169031,0.0,0.0,1.9924014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153823,0.0,0.0,0.0,1.6385416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157985,0.0,0.0,0.0,1.5457308,0.0,1.8672484,2.0045507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1328747,0.0,0.0
ENSG00000197548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1350088,0.0,0.0,2.1901448,0.0,0.0
ENSG00000132170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1611989,0.0,0.0
ENSG00000131374,0.0,0.0,0.0,0.0,2.0535998,1.302881,0.0,0.0,0.0,0.0,0.0,0.0,2.038042,0.0,0.0
ENSG00000182247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8241501,0.0,2.288222,0.0,0.0,2.563105,0.0,0.0
ENSG00000163491,0.0,0.0,0.0,0.0,0.0,2.6786342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144642,3.163366,2.6208189,3.4751415,0.0,3.1547756,1.9483142,2.761879,3.7554548,0.0,0.0,0.0,0.0,0.0,0.0,2.9801917
ENSG00000163513,2.7039146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0595303,0.0,0.0
ENSG00000168038,0.0,0.0,0.0,0.0,0.0,2.7870038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94656783,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174844,0.0,0.0,0.0,0.0,0.0,3.3276439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189283,0.0,0.0,2.0279484,2.5488553,2.0540218,1.9078307,2.554587,0.0,0.0,0.0,0.0,0.0,2.0874894,0.0,0.0
ENSG00000144724,0.0,3.126168,0.0,2.9539628,2.390109,0.0,2.0850446,3.1175294,0.0,0.0,0.0,0.0,0.0,0.0,2.8591888
ENSG00000163637,0.0,0.0,0.0,0.0,0.0,1.6746088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151276,3.1836815,2.7376652,3.2546687,2.5273862,1.8617232,2.6798978,2.5306149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114541,2.803625,0.0,0.0,2.4630988,2.0346918,0.0,0.0,1.9483283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6342111,0.0,0.0
ENSG00000114861,2.9574163,2.6700616,2.5692062,2.9234643,2.8196802,2.5923386,2.7458134,0.0,0.0,2.0265174,0.0,2.4779685,2.1866286,3.1220112,0.0
ENSG00000121440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0709596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0837693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144810,0.0,0.0,1.9074056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.902544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170017,0.0,0.0,2.7871218,1.9390842,2.2463417,2.4811044,2.4714966,0.0,0.0,2.5064447,0.0,0.0,1.8672471,0.0,0.0
ENSG00000114423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.770249,0.0,0.0,0.0,0.0
ENSG00000206530,0.0,0.0,0.0,0.0,0.0,1.5129253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181722,3.1606772,2.6782317,2.91133,2.8026247,2.5165942,2.603848,2.759907,2.950809,2.8117304,0.0,0.0,2.7282548,0.0,3.0400887,2.7019117
ENSG00000185565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6795533,0.0,0.0,0.0,0.0,3.2310905,0.0,0.0
ENSG00000160145,3.0173154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163885,0.0,0.0,0.0,0.0,0.0,1.5219252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172765,0.0,0.0,1.6691322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114670,0.0,0.0,0.0,0.0,0.0,2.2075133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174640,0.0,1.8008977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118007,0.0,0.0,0.0,0.0,1.8749937,0.0,0.0,0.0,1.1331184,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152601,2.4789786,0.0,2.5597956,2.7948995,2.890349,0.0,2.7916641,0.0,2.9110594,2.573111,2.8265157,3.1688046,2.5802698,2.6417544,2.056254
ENSG00000114790,0.0,0.0,2.1091375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114805,0.0,0.0,0.0,0.0,0.0,1.2854743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169064,0.0,0.0,0.0,0.0,0.0,2.2104993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114204,0.0,0.0,0.0,0.0,0.0,2.0419421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174776,0.0,0.0,0.0,0.0,0.0,2.5123487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085276,0.0,0.0,3.2390628,3.6073442,3.5216715,1.8111956,3.6869106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
